Principle#,Principle Description,Warehouse#,Warehouse Description,Location#,Location Description,Item#,Item Description,Size,OnHand,OnSales,OnHand Base,OnSales Base,Stock Value OnHand,Stock Value OnSales,Tonnage,WAS,SWC,Age of Goods
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,02638-09000-05,HP JUMBO 50+5 (1X50),,     1.  13.  0. 0 ,     1.  13.  0. 0 ,63,63,"1,602,537","1,602,537",0,0.036,2,12
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,02637-09000-06,HANSAPLAST KAIN ELASTIS 100 STRIP (1X100),,   224.  60.  0. 0 ,   219.  34.  0. 0 ,"22,460","21,934","571,317,041","557,937,132",0,28.041,8,55
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,01989-09000-07,HANSAPLAST ROLL KAIN 1 MTR (1X50X20),,     1.  24.  7. 0 ,     1.  24.  7. 0 ,"1,487","1,487","6,145,429","6,145,429",0,0.552,3,19
102,PT. BEIERSDORF INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,01226-09000-07,HANSAPLAST ROLL KAIN 5 MTR (1X24X10),,     2.  16.  3. 0 ,     2.  12.  3. 0 ,643,603,"7,493,676","7,027,507",0,1.080,2,14
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210203,POPOKU ADULT - PANTS ISI 12 XL (1X6),,    45.   3.  0. 0 ,    45.   3.  0. 0 ,273,273,"26,240,760","26,240,760",0,2.002,20,132
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210202,POPOKU ADULT - PANTS ISI 16 L (1X6),,    46.   3.  0. 0 ,    45.   3.  0. 0 ,279,273,"31,035,960","30,368,520",0,1.004,28,195
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210201,POPOKU ADULT - PANTS ISI 20 M (1X6),,    46.   4.  0. 0 ,    45.   4.  0. 0 ,280,274,"35,380,800","34,622,640",0,1.002,35,233
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210178,POPOKU PANTS ISI 22 XXL (1X12),,    46.   5.  0. 0 ,    46.   5.  0. 0 ,557,557,"27,910,189","27,910,189",0,2.002,21,148
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210177,POPOKU PANTS ISI 24 XL (1X12),,    32.   2.  0. 0 ,    32.   2.  0. 0 ,386,386,"18,402,836","18,402,836",0,1.002,28,190
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210176,POPOKU PANTS ISI 28 L (1X12),,    40.   9.  0. 0 ,    40.   9.  0. 0 ,489,489,"23,313,383","23,313,383",0,1.003,33,219
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210175,POPOKU PANTS ISI 30 M (1X12),,    55.   7.  0. 0 ,    55.   7.  0. 0 ,667,667,"30,177,321","30,177,321",0,0.009,74,527
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210172B,POPOKU PANTS ISI 28 XXL + 6 (1X6),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"73,865","73,865",0,.,0,0
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210171,POPOKU UNDERPAD ISI 10 S (1X12),,    43.   3.  0. 0 ,    43.   3.  0. 0 ,519,519,"16,411,605","16,411,605",0,4.004,10,69
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210168B,POPOKU PANTS ISI 32 XL + 6 (1X6),,     3.   2.  0. 0 ,     3.   2.  0. 0 ,20,20,"1,467,567","1,467,567",0,0.002,10,75
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210167B,POPOKU PANTS ISI 36 L + 6 (1X6),,     6.   0.  0. 0 ,     6.   0.  0. 0 ,36,36,"2,573,028","2,573,028",0,0.001,36,270
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210166B,POPOKU PANTS ISI 40 M + 6 (1X6),,     8.   0.  0. 0 ,     8.   0.  0. 0 ,48,48,"3,290,584","3,290,584",0,0.001,48,240
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210160,POPOKU ADULT - PANTS ISI 6 XL (1X6),,    74.   3.  0. 0 ,    74.   3.  0. 0 ,447,447,"22,488,579","22,488,579",0,11.005,6,44
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210159,POPOKU ADULT - PANTS ISI 8 L (1X6),,    76.   3.  0. 0 ,    73.   3.  0. 0 ,459,441,"26,727,570","25,679,430",0,12.004,6,42
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210158,POPOKU ADULT - PANTS ISI 10 M (1X6),,   109.   5.  0. 0 ,   109.   3.  0. 0 ,659,657,"43,236,990","43,105,770",0,8.002,13,92
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210156,POPOKU PEREKAT ISI 40 S (1X6),CTN-PCK,     4.   0.  0. 0 ,     4.   0.  0. 0 ,24,24,"937,944","937,944",0,.,0,0
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210155,POPOKU ADULT ISI 2 XL (1X30),CTN-PCK,    13.  21.  0. 0 ,    13.  21.  0. 0 ,411,411,"5,748,246","5,748,246",0,1.006,11,78
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210154,POPOKU ADULT ISI 2 M (1X30),CTN-PCK,    17.  19.  0. 0 ,    17.  13.  0. 0 ,529,523,"5,175,207","5,116,509",0,0.022,24,164
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210153,POPOKU ADULT ISI 2 L (1X30),CTN-PCK,    12.  19.  0. 0 ,    12.  19.  0. 0 ,379,379,"4,311,504","4,311,504",0,1.004,11,77
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210152,POPOKU ADULT ISI 10 XL (1X12),CTN-PCK,    57.   2.  0. 0 ,    55.   8.  0. 0 ,686,668,"42,168,420","41,061,960",0,12.003,5,32
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210151,POPOKU ADULT ISI 10 L (1X12),CTN-PCK,   109.   4.  0. 0 ,   106.  10.  0. 0 ,"1,312","1,282","67,423,680","65,881,980",0,17.008,6,43
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210150,POPOKU ADULT ISI 10 M (1X12),CTN-PCK,    85.   9.  0. 0 ,    81.   3.  0. 0 ,"1,029",975,"44,730,630","42,383,250",0,12.002,7,49
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210149,POPOKU PANTS RENCENG XL (1X120),CTN-RCG,     0.  18.  0. 0 ,     0.  18.  0. 0 ,18,18,"27,973","27,973",0,.,0,0
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210148,POPOKU PANTS RENCENG L (1X120),CTN-RCG,     0.   6.  0. 0 ,     0.   6.  0. 0 ,6,6,"7,297","7,297",0,.,0,0
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210140,POPOKU PEREKAT ISI 40 L (1X6),CTN-PCK,     0.   5.  0. 0 ,     0.   5.  0. 0 ,5,5,"245,676","245,676",0,.,0,0
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210139,POPOKU PEREKAT ISI 40 M (1X6),CTN-PCK,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"48,324","48,324",0,.,0,0
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210137,POPOKU PEREKAT ISI 20 L (1X12),CTN-PCK,     4.   0.  0. 0 ,     4.   0.  0. 0 ,48,48,"1,296,000","1,296,000",0,.,0,0
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210136,POPOKU PEREKAT ISI 20 M (1X12),CTN-PCK,     4.   0.  0. 0 ,     4.   0.  0. 0 ,48,48,"1,179,244","1,179,244",0,.,0,0
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210135,POPOKU PEREKAT ISI 20 S (1X12),CTN-PCK,     4.   0.  0. 0 ,     4.   0.  0. 0 ,48,48,"984,648","984,648",0,0.001,48,240
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210132,POPOKU PEREKAT ISI 10 M (1X24),CTN-PCK,     3.   9.  0. 0 ,     3.   9.  0. 0 ,81,81,"1,037,674","1,037,674",0,0.000,0,2430
103,PT. ZENSEI INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,0210131,POPOKU PEREKAT ISI 10 S (1X24),CTN-PCK,     4.  10.  0. 0 ,     4.  10.  0. 0 ,106,106,"1,100,108","1,100,108",0,0.006,18,133
104,PT. DHARMA SUWARNA NUSANTARA,201001,GUDANG UTAMA,201R01,RAK UTAMA,004301,MG SMART RED W/M (1X60),CTN-PCS,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"2,232","2,232",0,.,0,0
104,PT. DHARMA SUWARNA NUSANTARA,201001,GUDANG UTAMA,201R01,RAK UTAMA,004201,HK SMART GARDEN 10/1 (1X48),CTN-PCS,     0.  23.  0. 0 ,     0.  23.  0. 0 ,23,23,"103,124","103,124",0,.,0,0
105,PT. MASTERINDO JAYAGLOBAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,005202,LAK MAX GREY TAN DE 72 ROLL (1X12),CTN-PCK,     3.   9.  0. 0 ,     3.   9.  0. 0 ,45,45,"850,500","850,500",0,.,0,0
105,PT. MASTERINDO JAYAGLOBAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,005103,LAK MAX GREY CLEAR DE 72 ROLL (1X12),CTN-PCK,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"18,900","18,900",0,.,0,0
105,PT. MASTERINDO JAYAGLOBAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,005101,LAK MAX BLCK CLEAR EO 288 ROLL (1X24),CTN-PCK,     0.   4.  0. 0 ,     0.   4.  0. 0 ,4,4,"44,736","44,736",0,.,0,0
106,CV. PAYUNG ASLI,201001,GUDANG UTAMA,201R01,RAK UTAMA,006305,BUKU TULIS SEGITIGA 38S MATEMATIKA,CTN-PCK,    12.   0.  0. 0 ,    12.   0.  0. 0 ,480,480,"3,067,632","3,067,632",0,.,0,0
106,CV. PAYUNG ASLI,201001,GUDANG UTAMA,201R01,RAK UTAMA,006108,BUKU TULIS EGRET STANDART 38S TH,CTN-PCK,     3.   0.  0. 0 ,     3.   0.  0. 0 ,120,120,"913,140","913,140",0,.,0,0
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L90840,LOREAL EXC CREME LIGHT AUBURN (1X12),CTN-PCS,     0.   2.  0. 0 ,     0.   2.  0. 0 ,2,2,"226,626","226,626",0,0.001,2,15
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L90819,LOR EXC CREME -#4.25 IRIDE MAH BWN (1X12),CTN-PCS,     0.  11.  0. 0 ,     0.  11.  0. 0 ,11,11,"1,246,443","1,246,443",0,0.002,6,37
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L90802,LOR EXC CREME - #4.15VELVET BROWN (1X12),CTN-PCS,     0.   8.  0. 0 ,     0.   8.  0. 0 ,8,8,"906,504","906,504",0,0.001,8,40
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L87442A,LOR EXC FASHION 6.35 EBT (1X12),,     0.   2.  0. 0 ,     0.   2.  0. 0 ,2,2,"253,266","253,266",0,0.001,2,15
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L87435A,EXCELLENCE FASHION ULTRA LIGHT GOLDN BROWN (1X12),,     1.   2.  0. 0 ,     1.   2.  0. 0 ,14,14,"1,772,862","1,772,862",0,0.001,14,105
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L85757,LOR EXC FASHION ASH 6.11 EBT (1X12),,     0.   2.  0. 0 ,     0.   2.  0. 0 ,2,2,"253,266","253,266",0,0.002,1,9
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L79017,ELS ARGIN NON B102ML 002 (1X6),,    11.   0.  0. 0 ,    11.   0.  0. 0 ,66,66,"6,556,770","6,556,770",0,2.001,5,35
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L72295,OAP ELS GLYCO GLOSS CDR 175ML EBT (1X24),,     4.  11.  0. 0 ,     4.  10.  0. 0 ,107,106,"2,414,990","2,392,420",0,2.004,2,14
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L72257,OAP ELS GLYCO GLOSS SHP 200ML EBT (1X24),,    23.   4.  0. 0 ,    23.   4.  0. 0 ,556,556,"12,548,920","12,548,920",0,4.014,5,35
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L63897,LOR ELS HYA CDR 175ML EBT (1X24),,     2.  19.  0. 0 ,     2.  19.  0. 0 ,67,67,"1,512,190","1,512,190",0,0.022,3,21
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L63859,LOR ELS HYA SHP 200ML EBT (1X24),,     5.   0.  0. 0 ,     5.   0.  0. 0 ,120,120,"2,708,400","2,708,400",0,1.018,3,20
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L63811,OAP ELS HA PURE CDR 175ML EBT (1X24),,     4.   2.  0. 0 ,     4.   2.  0. 0 ,98,98,"2,211,860","2,211,860",0,1.013,3,19
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L63774,OAP ELS HA PURE SHP 200ML EBT (1X24),,     8.  17.  0. 0 ,     8.  17.  0. 0 ,209,209,"4,717,130","4,717,130",0,2.016,3,22
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L63736,LOR ELS TR5 CDR 175ML EBT (1X24),,     7.  17.  0. 0 ,     7.  17.  0. 0 ,185,185,"4,175,450","4,175,450",0,1.015,5,33
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L63699,LOR ELS TR5 SHP 200ML EBT (1X24),,    10.   9.  0. 0 ,    10.   9.  0. 0 ,249,249,"5,619,930","5,619,930",0,2.001,5,35
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L57512,ELS_XO GOLD_30_BLISTER (1X36),,     2.  31.  0. 0 ,     2.  31.  0. 0 ,103,103,"3,782,469","3,782,469",0,1.009,2,16
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L38108,LOREAL ELS TR 5 MASK 200ML (1X12),CTN-PCS,     1.   0.  0. 0 ,     0.  11.  0. 0 ,12,11,"879,120","805,860",0,0.007,2,12
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L35977,OAP ELS GG MASK 200ML EBT (1X12),,     2.   6.  0. 0 ,     2.   6.  0. 0 ,30,30,"1,698,300","1,698,300",0,0.004,8,56
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L30804,OAP ELS FRX3 SHP 200ML EBT (1X24),,    12.   8.  0. 0 ,    12.   6.  0. 0 ,296,294,"6,680,720","6,635,580",0,3.021,3,22
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L30705,OAP ELS FRX3 CDR 175ML EBT (1X24),,     8.  23.  0. 0 ,     8.  22.  0. 0 ,215,214,"4,852,550","4,829,980",0,3.004,3,20
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L27613,LOR ELS GLYCOLIC GLOSS SHP 400ML (1X12),,     5.   2.  0. 0 ,     5.   2.  0. 0 ,62,62,"4,341,426","4,341,426",0,1.000,5,35
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L27118,LOR ELS HA PURE CDR 265ML EBT (1X12),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"57,998","57,998",0,.,0,0
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L27033,LOR ELS HA PURE SHP 280ML EBT (1X12),,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"57,998","57,998",0,0.000,0,30
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L26999,LOR ELS HA PURE SHP 400ML EBT (1X12),,     3.   0.  0. 0 ,     3.   0.  0. 0 ,36,36,"2,520,828","2,520,828",0,0.003,12,83
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L24368,LOREAL ELS TR 5 SHAMPO 450ML (1X12),CTN-PCS,     1.   0.  0. 0 ,     1.   0.  0. 0 ,12,12,"840,276","840,276",0,0.006,2,15
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L23926,LOREAL EXC FASHION - #5.62 VIOL BROWN  (1X12),CTN-PCS,     0.   9.  0. 0 ,     0.   9.  0. 0 ,9,9,"1,139,697","1,139,697",0,0.001,9,68
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L20834,LOREAL ELS FALL REPAIR MASK 200ML (1X12),CTN-PCS,     2.   6.  0. 0 ,     2.   5.  0. 0 ,30,29,"2,197,800","2,124,540",0,0.003,10,64
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L19137,ELS HYA SHP 400 ML AS PCR (1X12),,     4.   8.  0. 0 ,     4.   8.  0. 0 ,56,56,"3,921,288","3,921,288",0,0.002,28,210
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L19090,LOR ELS HYALURONIC NC 150 ML (1X12),,     0.   3.  0. 0 ,     0.   3.  0. 0 ,3,3,"145,689","145,689",0,.,0,0
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L12718,LOR ELS TR5 SHP 620ML (1X6),,     8.   0.  0. 0 ,     8.   0.  0. 0 ,48,48,"4,093,680","4,093,680",0,0.002,24,180
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L12503,LOR ELS FRX3 SHP 620ML (1X6),,     4.   3.  0. 0 ,     4.   3.  0. 0 ,27,27,"2,302,695","2,302,695",0,0.003,9,58
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L11940A,ELS TR5 COND 155ML AS NEW (1X12),,     0.   2.  0. 0 ,     0.   2.  0. 0 ,2,2,"67,340","67,340",0,0.000,0,60
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L11872,ELS FRX3 COND 170ML AS (1X12),,     0.   2.  0. 0 ,     0.   2.  0. 0 ,2,2,"64,740","64,740",0,.,0,0
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L11576,LOR ELS EXTRAORDINARY OIL 100ML WDOW PCK (1X12),CTN-PCS,     2.  10.  0. 0 ,     2.  10.  0. 0 ,34,34,"4,170,270","4,170,270",0,1.009,2,11
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L10101,LOREAL ELS COLOREAL VIVE SHAMPO 170ML (1X12),CTN-PCS,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"32,370","32,370",0,.,0,0
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L09005,ELS EXO COND 440ML SMOOTH EBT (1X8),,     0.   3.  0. 0 ,     0.   3.  0. 0 ,3,3,"489,789","489,789",0,0.001,3,23
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L05351,LOREAL EXC CREME - #5.35 D. GOLD MAHOGANY,CTN-PCS,     0.   4.  0. 0 ,     0.   4.  0. 0 ,4,4,"453,252","453,252",0,0.002,2,17
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L04262,EXC NO.4.26 PURPLE BROWN (1X12),CTN-PCS,     0.   4.  0. 0 ,     0.   4.  0. 0 ,4,4,"453,252","453,252",0,0.002,2,12
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L00253,LOR EXC CREME - #4.45 MAH COPPER BROWN (1X12),CTN-PCS,     0.   2.  0. 0 ,     0.   2.  0. 0 ,2,2,"226,626","226,626",0,0.002,1,8
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L00215,LOREAL EXC CREME - #4 NATURAL BROWN (1X12),CTN-PCS,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"113,313","113,313",0,0.002,1,3
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L00178,LOREAL EXC CREME - #3 NATURAL DARK BROWN,CTN-PCS,     0.   9.  0. 0 ,     0.   9.  0. 0 ,9,9,"1,019,817","1,019,817",0,0.003,3,18
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,L00154,LOREAL EXC CREME-#1 NATURAL BLACK (1X12),CTN-PCS,     0.  11.  0. 0 ,     0.  11.  0. 0 ,11,11,"1,246,443","1,246,443",0,0.003,4,22
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G98373A,CN ULTRA PASTELS PINK SRP (1X1),,  1880.   0.  0. 0 ,  1880.   0.  0. 0 ,"1,880","1,880","26,780,600","26,780,600",0,206.000,9,63
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G98342A,CN ULTRA PASTELS ASH SRP (1X1),, 10244.   0.  0. 0 , 10244.   0.  0. 0 ,"10,244","10,244","145,925,780","145,925,780",0,1349.000,8,53
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G94774,GAR LIGHT COMP NIGHT YOGHURT 50ML (1X12),CTN-PCS,     9.   8.  0. 0 ,     9.   8.  0. 0 ,116,116,"8,047,500","8,047,500",0,1.010,5,36
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G94767,GAR LIGHT COMP NIGHT YOGHURT 20ML (1X24),CTN-PCS,    20.  10.  0. 0 ,    20.  10.  0. 0 ,490,490,"13,189,820","13,189,820",0,5.004,4,27
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G89675,GLOW CREAMY ROSE LATTE EB (1X96),,     0.  13.  0. 0 ,     0.  13.  0. 0 ,13,13,"203,229","203,229",0,1.071,0,1
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G86872,GAR CN ULTRA COLOR K-GLOW MILK TEA (1X12),,     0.   3.  0. 0 ,     0.   3.  0. 0 ,3,3,"137,919","137,919",0,0.008,0,3
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G86834,GAR CN ULTRA K-GLOW CARAMEL MOCHA (1X12),,     1.   6.  0. 0 ,     1.   6.  0. 0 ,18,18,"827,514","827,514",0,0.007,3,17
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G86100,COLOR NTURALS K-GLOW KIT_ROSE LATTE (1X12),,     2.   3.  0. 0 ,     2.   3.  0. 0 ,27,27,"1,241,271","1,241,271",0,0.007,4,28
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G83976,GAR MEN ACNO FIGHT FOAM 150ML EBT (1X12),,     8.   5.  0. 0 ,     8.   5.  0. 0 ,101,101,"2,793,357","2,793,357",0,1.011,4,30
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G78511A,GAR MEN SHP COLOR 3 D.BROWN (SCH IN BOX)1X96,CTN-PCS,     4.  43.  0. 0 ,     4.  43.  0. 0 ,427,427,"5,648,356","5,648,356",0,1.017,4,26
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G61139,GAR CLEAN MICELLAR WATER 125ML-BIPHASE (1X24),CTN-PCS,    34.   1.  0. 0 ,    34.   1.  0. 0 ,817,817,"31,287,015","31,287,015",0,3.010,10,69
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G58663A,GAR CLEAN MICELLAR WATER 300+100 ML PINK (1X6),,    22.   2.  0. 0 ,    22.   2.  0. 0 ,134,134,"5,020,042","5,020,042",0,10.003,2,15
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G54419,GARNIER LC WHITE SPEED SERUM SPF19 50ML (1X12),CTN-PCS,    14.   7.  0. 0 ,    14.   7.  0. 0 ,175,175,"11,282,775","11,282,775",0,1.009,8,58
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G49743,GSN SAKURA SACHET WRAP 7ML (1X300),CTN-PCS,    26.  48.  0. 0 ,    26.  24.  0. 0 ,"7,848","7,824","36,297,000","36,186,000",0,5.296,4,30
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G47428,GARNIER MEN TLOC WHITE ICY DUO FOAM 100ML (1X12),CTN-PCS,     0.   1.  0. 0 ,     0.   1.  0. 0 ,1,1,"27,658","27,658",0,0.001,1,8
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G47190,GAR SAKURA WHITE DAY CREAM 20ML (1X24),CTN-PCS,    18.   2.  0. 0 ,    18.   2.  0. 0 ,434,434,"9,233,350","9,233,350",0,4.021,4,26
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G47183,GSN SAKURA DAY CREAM 40ML EB (1X12),CTN-PCS,     0.  11.  0. 0 ,     0.  11.  0. 0 ,11,11,"462,990","462,990",0,0.003,4,28
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G47169,GAR SAKURA WHITE CLEANSER 50ML (1X24),CTN-PCS,     9.   0.  0. 0 ,     8.  22.  0. 0 ,216,214,"3,596,400","3,563,100",0,8.007,1,8
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G47152,GAR SAKURA WHITE CLEANSER 100ML (1X12),CTN-PCS,    47.  11.  0. 0 ,    47.  11.  0. 0 ,575,575,"15,052,350","15,052,350",0,19.008,2,17
107,PT. L OREAL INDONESIA,201001,GUDANG UTAMA,201R01,RAK UTAMA,G47148,GAR MICELLAR PINK 125 BUNDLE CVS (1X12),,    44.   5.  0. 0 ,    44.   5.  0. 0 ,533,533,"16,467,035","16,467,035",0,9.011,4,31
